project_id,title,status,start_date,lead_organisation
03E8DB85-7C62-4785-B4F9-F94D171A0087,DEFIANT: Drivers and Effects of Fluctuations in sea Ice in the ANTarctic,Active,,NATIONAL OCEANOGRAPHY CENTRE
058DE619-F70E-43BE-B668-F97CC0FA5012,Investigating the origins of cross-cultural variation in kinship terminology with artificial language learning,Active,,UNIVERSITY OF EDINBURGH
9D090A95-27CF-49C8-8E4D-F7CE0DBB1440,Enhancing global prediction of PFAS pollutant fate in sediment,Active,,CRANFIELD UNIVERSITY
9EB1637A-43F2-40BB-B55D-F85EA0BFFB24,"ECCS-EPSRC: A new generation of cost-effective, scalable and stable radiation detectors with ultrahigh detectivity",Active,,Unknown
9EDCD7A6-1652-4407-A53B-F7EAA2BB416D,Semantics-Directed Compiler Construction: From Formal Semantics to Certified Compilers,Active,,UNIVERSITY OF NOTTINGHAM
9F1D2795-0403-4935-8BFF-F89F8A4C8F83,Decarbonization Project Management Platform for Industries and Businesses (DECARBiz),Active,,FARADAI LIMITED
9F38A7CA-556D-474F-BF7B-F9075269D50A,Ecological Knowledge Games,Active,,UNIVERSITY OF STIRLING
1C0A875A-59B5-4BFF-84FE-FA708FFC96BC,The MRC Addiction Research Clinical Training programme: MARC,Active,,IMPERIAL COLLEGE LONDON
1C8F6136-D4F0-447D-9F0B-F9F654C817A3,Formation mechanisms for the vortex crystals at Jupiter's poles,Active,,UNIVERSITY OF EXETER
0DC39741-5A5A-4D2E-A2C6-FAFDC3AB9D8F,HEAVEN: Hydrogen Engine Architecture Virtually Engineered Novelty,Active,,UNIVERSITY OF SHEFFIELD
0E5F359F-CEBB-472A-BD4A-FA820D042F59,How to build a protein factory? Linking structure and function of the plant endoplasmic reticulum,Active,,OXFORD BROOKES UNIVERSITY
FC1F4F31-7F9F-4BB4-B137-F91B51D4EB50,Challenging the Unchallengeable: Revisiting the Soil Mechanics Paradigm,Active,,UNIVERSITY COLLEGE LONDON
FF152FD3-5060-47E2-929A-F88C1BFFA374,Nitriles: from prebiotic peptides to synthetic applications.,Active,,UNIVERSITY COLLEGE LONDON
EC629B4C-16F0-4B95-88A9-F8FEA5D25D4B,The role of English in multilingual online transgender communities,Active,,UNIVERSITY OF NOTTINGHAM
ED49B1D9-C99B-4780-AFE8-F8174901DD3D,MOBIUS,Active,,JAGUAR LAND ROVER LIMITED
EEA3D6FE-A1BB-4D37-9C05-F7D83D902C6B,To co-produce or not to co-produce? A critical examinationof the translation of IPCC climate science into nationaladaptation policies,Active,,KING'S COLLEGE LONDON
EECE056E-F0CC-4CAD-A169-F8A6B8AF171D,Sustainable Synthesis of Next Generation Cooling Technologies,Active,,UNIVERSITY OF KENT
062C6BA5-7976-4DC9-8144-FA4CEDDBCB9E,Mud to muscles: Dinosaur-bird locomotor evolution from fossil footprints,Active,,LIVERPOOL JOHN MOORES UNIVERSITY
06315D5E-09E1-491C-994B-FB0F8ABC9DB6,"Microbial Survival in the Makgadikgadi Basin, Botswana",Active,,THE OPEN UNIVERSITY
068A4EC0-946C-446D-949A-FB33EE60D50C,"NMR at 1.2 GHz: A World-Leading UK Facility to Deliver Advances in Biology, Chemistry, and Materials Science",Active,,UNIVERSITY OF NOTTINGHAM
06C2CC33-AD41-4616-9367-F9FE3FA3FC20,HK Construction WPs 2-6 Sept.2023,Active,,KING'S COLLEGE LONDON
077E879B-C162-491E-9E49-FAB6E45088EC,Bringing Cultural Heritage to Life,Active,,PANIVOX LIMITED
08951601-8DEF-468A-8E23-F9E31B32279B,MonitoRing the Effect of TRAnscutaneous neuro-electrical muscular stImulation of the common peroneal Nerve using the geko device on cerebral haemodynamics in patients with ischaemic strokes: RETRAIN,Active,,FIRSTKIND WOUNDCARE LTD
F89E7B58-F5B2-44BC-AE9C-F85C0A31144D,Optimising invasive species control to reduce zoonotic disease risk and agricultural losses in Madagascar,Active,,UNIVERSITY OF ABERDEEN
F9199202-4F89-4AB6-98DF-F92995E676E5,CANMILK: Carbon Neutral Milk - Horizon Europe Guarantee,Active,,DURHAM UNIVERSITY
90A2C8CA-0FB0-40A7-B961-F851656E2000,Topology Optimisation and Laser-based Manufacture of Micro-Actuators for Medical Micro-robotic Applications,Active,,HERIOT-WATT UNIVERSITY
930BEC3A-EFF2-4837-B7BE-F74DD7498AE5,Towards dynamical black hole masses at cosmic noon,Active,,UNIVERSITY OF SOUTHAMPTON
E8F360FC-CBB6-45E2-89AA-F73F634CED1B,The Physical Climate System,Active,,Unknown
DAE05E08-3C77-4EAE-96B6-F90E17443837,Clocks and singularities in quantum gravity and quantum cosmology,Active,,UNIVERSITY OF SHEFFIELD
DC33B5D3-15BE-4056-92B5-F750D27031AF,Disrupting hierarchies and constraints in children's experience of reading in primary school,Active,,UNIVERSITY OF STIRLING
7A6184F2-3E86-452C-AE3A-F91099C74E8F,Sustainable Motor Drives,Active,,NEWCASTLE UNIVERSITY
F0E8BBE7-6EB6-4E64-A1AB-F7FA55A56516,ESRC IAA 2023,Active,,UNIVERSITY OF SOUTHAMPTON
F1641B7C-A8E0-4ACF-A130-F86D3286FDEB,Constructing conceptual knowledge in ageing: how cognitive mechanisms of learning and memory change with age,Active,,ROYAL HOLLOWAY UNIVERSITY OF LONDON
F1859A18-72CE-419E-9C61-F8310B387926,UMBRELLA - UM Boundary Layer Representation including land-atmosphere interactions,Active,,CENTRE FOR ECOLOGY & HYDROLOGY
F300F2B3-77D6-40CA-A34C-F79607035C0A,BESPOKE MOUSE MODELS OF HUMAN PRION DISEASE AND RESOLVING DETERMINANTS OF PRION STRAIN DIVERSITY,Active,,UNIVERSITY COLLEGE LONDON
F3EA174E-F085-476A-BD18-F7F0E8DE380D,Community Distribution Modelling: Predicting how temperate forest communities will respond to climate change.,Active,,UNIVERSITY COLLEGE LONDON
F46E55CE-AF71-455F-B2F6-F86CFFD6FDEF,Translating Agustin Espinosa,Active,,UNIVERSITY OF WARWICK
E2E47344-757E-48DF-8FA7-F80B4A162E78,Depolymerizable bio-based multifunctional closed loop recyclable epoxy systems for energy efficient structures,Active,,AEROGEL CORE LIMITED
E3B64693-16C4-4A7A-967D-F858DF166264,DEFIANT: Drivers and Effects of Fluctuations in sea Ice in the ANTarctic,Active,,UNIVERSITY COLLEGE LONDON
84B92464-EFFA-4A7D-A98A-F88493D08D09,Nonequilibrium transport in ultracold Fermions,Active,,UNIVERSITY OF NOTTINGHAM
85E024C5-38D3-4D36-A6CF-F9252D459AA5,Developing new 3D-hydrogel models of the human mammary gland to investigate breast cancer initiation,Active,,UNIVERSITY OF MANCHESTER
63E0F4C3-ACB2-4EC5-A695-F7A21BF93075,DTP Bid Led by University of Southampton,Active,,UNIVERSITY OF SOUTHAMPTON
6598CA99-B65C-411C-BBBC-F7855BF23045,Cluster Management for the agri-tech and food-tech innovation cluster in Eastern England,Active,,LINCOLNSHIRE COUNTY COUNCIL
67BBD74B-D4BA-4CB2-A072-F79720F277EA,Meet Future Needs of Antenna Measurements and RF Characterization for Changing Research Culture (MUSCAT),Active,,QUEEN MARY UNIVERSITY OF LONDON
DC8D6845-6912-457D-A86C-F7AE3A699853,Singing the World: towards a Phenomenology of Nineteenth-Century Lied,Active,,ROYAL HOLLOWAY UNIVERSITY OF LONDON
DDCC8809-5044-4575-A698-F7C57D5D22D9,Unravelling the matrix: how are extracellular matrix fibrils formed by cells,Active,,UNIVERSITY OF MANCHESTER
DDEBB6C8-77F7-4A31-A65E-F8022A0F2671,And Nothing But a Truth: Documentary Crime Fiction and Authenticating the Fictional,Active,,QUEEN'S UNIVERSITY BELFAST
DE0B1C51-0B06-451F-81A1-F85E40AD2544,MesonEx at CLAS12,Active,,UNIVERSITY OF YORK
DEC90EE2-FECA-4169-BD45-F730EED7BD3F,COMMUNICATE: Understanding the evolution and ecology of viral communication,Active,,UNIVERSITY OF EXETER
CFFAFB9C-2DF6-4300-9F11-F90F6E08B2A6,Weightless Memory,Active,,Unknown
D19605D9-E44C-4F54-958A-F7D435A3F1B8,Procedural Generation as Generative Archaeology,Active,,QUEEN MARY UNIVERSITY OF LONDON
D1F1C9D3-3AD0-4F8A-9FD1-F734EFA72574,Investigation of brain-on-a-chip devices for functional testing of novel drug compounds,Active,,LOUGHBOROUGH UNIVERSITY
D1F9812A-961E-4B07-9769-F8AD442A596C,Testing a Bayesian model of auditory verbal hallucinations in the adolescent brain,Active,,UNIVERSITY OF MANCHESTER
6E00E670-4567-4BE5-A2FE-F79ABD56B8B5,Optimising salt morphology and maximising oral perception of salt through DEM and DEM CFD techniques,Active,,UNIVERSITY OF EDINBURGH
6EBAC0F8-6D13-44E0-A2FC-F75A03A9695C,cPTM-display: An encoded platform for the identification of chemically diverse cyclic peptides,Active,,IMPERIAL COLLEGE LONDON
6EBEEE0C-D31B-4C98-9F97-F8B3EED70864,The role of NPFF-expressing excitatory interneurons in spinal pain mechanisms,Active,,UNIVERSITY OF GLASGOW
6F97FF09-1DC9-475C-9682-F76218A147FA,Resilient Civil Society Project (ReCiv),Active,,QUEEN'S UNIVERSITY BELFAST
6FD3676D-A3BC-46ED-AD4F-F8037DCFF5F1,Application of System Theoretic Process Analysis to understand safety requirements for a domestic robot,Active,,Unknown
E680D30B-AD01-4584-87F6-F8E10456F687,Arts and Humanities UK Parliament Thematic Research Lead,Active,,UNIVERSITY OF NOTTINGHAM
CA11C3A5-83FD-4FC7-8638-F9304559C2ED,The use of machine learning techniques for the optimisation of fringe projection measurement,Active,,UNIVERSITY OF NOTTINGHAM
4F38C9C6-516B-41C3-BF4D-F8BAF6695EC6,Digital Genetic Counselling App: an AI-Driven Solution to address the Genetic counselling Bottleneck,Active,,MOLMART LTD.
4FF01B64-99DE-4FB3-8C64-F7A365984C84,Disruptive development of van der Waals semiconductors by enabling anion-controlled functionalities,Active,,NEWCASTLE UNIVERSITY
5048CC63-BC86-48C8-96BA-F84FECDE1593,Understanding autoimmunity: Why do B cells sometimes attack our tissues instead of protecting us from infections?,Active,,UNIVERSITY OF YORK
B652EB63-179A-475A-8F7C-F86A7FC1E8EB,FedN: A Federated North,Active,,UNIVERSITY OF LIVERPOOL
B6A92C6F-44C5-4EAB-8831-F86516443386,In situ gas analysis in interim spent fuel containers,Active,,UNIVERSITY OF MANCHESTER
B8573536-7F38-4823-AA9D-F7C729F18BF4,Urban Big Data Centre,Active,,UNIVERSITY OF GLASGOW
B86030E5-0ACA-4F01-A280-F780AFC03AFC,Develop single-crystal materials for healthcare and green energy applications,Active,,QUEEN MARY UNIVERSITY OF LONDON
5A2B08F7-41E7-4DD8-A8B6-F81586A60E9F,Ibn Taymiyya &amp; Natural Theology: A Fitra-Based Approach,Active,,UNIVERSITY OF BIRMINGHAM
5AA64EEA-1B13-4E0B-A33C-F77D4D7D5BC6,"Navigating Public Space in Iranian Cinema: Fl&acirc;nerie, Urbanophobia, and Gender.",Active,,UNIVERSITY OF BRISTOL
D34BA01C-4418-46FD-B1C6-F7C57B0403D4,Fully Bayesian 3D PET-MR Neuroimaging Reconstruction,Active,,KING'S COLLEGE LONDON
C30B5646-AB1E-4503-82EF-F82B12583394,Exploring indigenous peoples' participation within climate solutions through indigeneity narratives: a comparison between Peru and Bolivia,Active,,"GOLDSMITHS, UNIVERSITY OF LONDON"
C4314FDB-3A6B-4A21-8328-F7BF7B22A167,Restoring biodiversity and functional connectivity in Sumatra's community managed forests,Active,,UNIVERSITY OF KENT
C43AE09B-CA38-4579-94E3-F903E48CE240,Studies of the Higgs and di-boson decays involving leptons with the ATLAS experiment in LHC.,Active,,UNIVERSITY OF SHEFFIELD
C4D0EA38-B2F4-4AC0-9A87-F77FA3942B72,"Chinese Wallpaper at the Royal Pavilion, Brighton: A complex collage of cultures",Active,,UNIVERSITY OF SUSSEX
3970C70D-EA80-4C19-9DB8-F79AA2CB3345,Digital twins for building decarbonisation: novel framework for efficient building operations and effective retrofit pathways,Active,,UNIVERSITY OF EDINBURGH
39C880DC-0627-4D81-BA48-F8EA6FC82FC5,Integrating cell image analysis into sorting approaches to revolutionise cell biology at the University of Manchester,Active,,UNIVERSITY OF MANCHESTER
3AE06C33-E75C-4BB5-88CC-F93904BC958D,"Taking the bait: exploiting new tools to capture, identify, and visualize active proteinases in osteoarthritic cartilage destruction",Active,,UNIVERSITY OF LIVERPOOL
AAD5FDF6-5052-4EDF-8033-F933D8DB3235,Verification and Validation of Responsible Generative AI in Automative,Active,,UNIVERSITY OF WARWICK
AADE5BAA-351B-45E9-AB44-F84BE260A156,Cryptographic privacy-preserving enterprise solution to prevent impersonation phone call fraud,Active,,LASTINGASSET LIMITED
ABA28918-CCE0-4F95-B4C8-F785F54964A5,Atomic-Level Insight into Photoinduced Transformations in Perovskite Optoelectronics,Active,,UNIVERSITY OF BIRMINGHAM
BDF095E4-184E-403E-91CE-F85DCB5B3798,Europe-America-Japan Accelerator Development and Exchange Programme,Active,,Unknown
43251134-6715-4081-A1A0-F7BE3F4B04F4,Understanding the mechanistic link between transfer RNA (tRNA) regulation and biological ageing,Active,,KING'S COLLEGE LONDON
4768421E-B548-48D1-A642-F8763C3F40CE,UK Involvement in LSST: Phase C (Edinburgh component),Active,,UNIVERSITY OF EDINBURGH
C7150717-2763-463B-BC33-F81D9868ADC9,Critical Non-Gaussian Tests of Inflationary Cosmology,Active,,UNIVERSITY OF CAMBRIDGE
C87820BD-BB38-4B72-8DD2-F8A8EF090609,Scalable production of cultivated meat,Active,,UNIVERSITY OF WARWICK
C9370052-3868-4722-955E-F791706A5EF3,Parasites in stress: How Toxoplasma gondii responds to iron deprivation,Active,,UNIVERSITY OF GLASGOW
9461A0E3-AD47-4558-BED9-F7C00CCC2B26,Exploiting the PEG Dilemma to Innovate Advanced Healthcare Materials,Active,,UNIVERSITY OF NOTTINGHAM
950EB02E-4C84-4F07-9FAB-F82AA87A5757,TBC,Active,,UNIVERSITY OF BRISTOL
96E9BDF2-5237-4D57-9D7C-F85BBE864333,Metal-containing scaffolds as lethality drivers to induce redox-related bacterial killing,Active,,IMPERIAL COLLEGE LONDON
A2049594-A480-4452-97CA-F7649E15F460,Smart Integration of Waste and Renewable Energy for Sustainable Heat Upgrade in the Industry,Active,,NEWCASTLE UNIVERSITY
A24136D7-A928-479B-B073-F7ECB5399168,"The effect of offshore windfarms on the distribution, behaviour, and abundance of fish",Active,,HERIOT-WATT UNIVERSITY
A309E688-E83F-496A-9EA1-F807C6326AC6,How repeatable is the evolution of antibiotic resistance in different bacterial habitats?,Active,,UNIVERSITY OF WARWICK
2E80A888-AE10-4D68-BF9A-F857D2C8A771,EPSRC-Chemistry (CHE) Synthetic Molecular Compasses,Active,,Unknown
2F16D38F-032C-4545-A4FB-F77A0699CDEA,Large scale robust quantum computation on superconducting qubits with fixed coupling Project.,Active,,UNIVERSITY OF SURREY
2F99C07E-776B-4D90-95E4-F7D738D302F5,Mapping ubiquitin-like protein interactions using tailored photo-crosslinking chemistry,Active,,UNIVERSITY OF MANCHESTER
2FA4F6D0-1D62-493E-AFDA-F7CE85F6A461,Bio-Electrochemical System for Product Recovery from Spent Substrate Coffee waste,Active,,UNIVERSITY OF SURREY
2FB081A9-658C-41C7-ACB8-F8B02E0C5D1A,"Live long and prosper: probing the mechanism of a transporter family linked to lifespan extension, protection from diabetes and obesity, and cancer.",Active,,UNIVERSITY OF KENT
9FECB34D-F19E-43B0-B107-F8BD500A4850,NERC Freshwater Quality Champions: understanding changes in quality of UK freshwaters,Active,,UNIVERSITY OF LEEDS
A0907B7D-E1E1-4820-8FBF-F8E4E40CAB97,Health Outcomes following childbirth for women who use opioids: An administrative data study,Active,,UNIVERSITY OF DUNDEE
A18207F3-D727-4A57-AAED-F92E26ED8886,TARS: The Next Leap in Diabetes Care,Active,,HALO HEALTH LTD
A1F2B75D-2B85-4E25-92FB-F922C664FC09,The state and fate of mountain permafrost and implications for debris supply in glacierised catchments,Active,,NORTHUMBRIA UNIVERSITY
ADC3D2AC-C2BD-48A1-9CB7-F86CAC454C08,Discovering new components and functions of plant oxygen sensing,Active,,UNIVERSITY OF NOTTINGHAM
AE07B4E1-82BE-4A69-9051-F7F5FFD3A391,Improving BEV efficiency through online adaptative optimisation of thermal controls,Active,,LOUGHBOROUGH UNIVERSITY
AE1ECE14-DAB8-4039-9623-F91AF21DDE52,Controlling and integrating 2D magnetism in epitaxial van der Waals heterostructures,Active,,DIAMOND LIGHT SOURCE
AE2D5996-79D4-42F4-8120-F92D7D94DD5D,University of Bristol and Hello Bio Limited KTP 23_24 R1,Active,,UNIVERSITY OF BRISTOL
AE42AA33-29BC-43C0-B6E7-F84878C3A280,The impact of environmental change on the ecological and evolutionary dynamics of symbiotic sponge communities.,Active,,UNIVERSITY OF ABERDEEN
8FAA8B7D-1FFA-47D8-8443-F7BEEDABA6D1,Exploring the impact of trauma informed schooling on students in UK secondary schools,Active,,BANGOR UNIVERSITY
7D5907A9-3195-4C7B-847E-F83803F305F8,Autonomous Intelligent Machines &amp; Systems,Active,,Unknown
7D5E57BE-8180-48F4-9243-F78904520BBF,Mapping Environmental Health Crises – Public Understanding through Myths and Science (CHANSE-CR-258 CHRYSES),Active,,UNIVERSITY COLLEGE LONDON
7DE77908-FF58-4488-9A95-F8C8F0643E4D,Re-evaluating the Status of Prints at the British Library,Active,,"BIRKBECK, UNIVERSITY OF LONDON"
7EF4FAFA-020A-49AA-A6FC-F7957EE47861,Memory trace formation at and beyond individual synapses in the intact brain,Active,,UNIVERSITY COLLEGE LONDON
17251B50-FBA9-49E2-97DB-F755319A10C6,Searching for fluctuation-driven superconductivity,Active,,UNIVERSITY OF CAMBRIDGE
1790726E-D40F-44C6-92E2-F9380EF200FE,Putting a finger on peripheral nerve injury: Developing a core outcome set.,Active,,BANGOR UNIVERSITY
8A63BFDD-32C0-4DD1-A266-F776C71F49D1,Using NLP to Target Patient Led and Scalable Primary Care Interactions,Active,,EVERGREEN HEALTH SOLUTIONS LTD
8C20FF76-1C26-49F7-A11E-F7B9B7B2B11C,RAL Studentship at RHUL 2022,Active,,ROYAL HOLLOWAY UNIVERSITY OF LONDON
98BA494F-FB04-4804-8425-F7C59E8BA8E0,Understanding The Eco-evolutionary Drivers Of Antifungal Resistance In Opportunistic Fungal Pathogens,Active,,THE OPEN UNIVERSITY
990ABBA5-2952-4C46-A7C6-F877B8F68335,Families on the move: language and identity amongst internal migrant families in China,Active,,UNIVERSITY OF SOUTHAMPTON
9B591A36-BB23-47BC-8F8F-F77327840012,iCASE Project: &quot;Developing translatable TetraVecta-enabled allogeneic regulatory T cell therapy&quot;,Active,,Unknown
23757FBC-44E5-4D0C-806D-F76F093F1C7D,"From Viv Anderson to Black Lives Matter: Racism and Anti-Racism within British football fanzines and fan websites, 1970-present",Active,,TEESSIDE UNIVERSITY
24433C4B-C767-4D2C-B182-F8CB6850C08B,Engineering grain structure in metals through on-line laser ultrasonic imaging,Active,,UNIVERSITY OF NOTTINGHAM
2463FBEE-C660-4B47-BCA1-F830AADD8A45,Divergence and parallel evolution of boldness in guppies,Active,,UNIVERSITY OF EXETER
69819C14-19E6-4762-B32C-F9345500CC92,Design of therapeutic agents to target hypoxic tumours,Active,,UNIVERSITY OF HUDDERSFIELD
034F9EE9-B4F8-41A7-838F-F877DD68D947,A MISSING LINK between continental shelves and the deep sea: Addressing the overlooked role of land-detached submarine canyons,Active,,SCOTTISH ASSOCIATION FOR MARINE SCIENCE
8068098F-C129-4BB1-8C14-F908319B7653,Learning strategies of adult refugees,Active,,UNIVERSITY COLLEGE LONDON
80D5C697-1EEC-4E09-90B4-F744C3F448D1,Using virus induced gene editing in potato to genetically dissect plant microbe interations,Active,,UNIVERSITY OF CAMBRIDGE
8174255B-E1B6-4AF8-9634-F874DE40C41D,Aston University and Newtown Packaging Limited KTP 23_24 R6,Active,,ASTON UNIVERSITY
8193E75C-18E8-4138-96FD-F73A3B5E6199,Population Research UK Coordination Hub,Active,,UNIVERSITY OF BRISTOL
8382D11D-2007-483E-B3CA-F8D7BED24E06,A high-throughput tissue engineered model for investigating age-related muscle diseases,Active,,NOTTINGHAM TRENT UNIVERSITY
847B5F4E-D40A-4A2E-9F20-F7A55BD24689,Saint Cuthbert and the Anthropocene: A New Opus Geminatum for the 21st Century,Active,,NEWCASTLE UNIVERSITY
73AF8BE3-A640-47B3-BF94-F852F2BDADE9,Management approaches and tools to empower fishing communities,Active,,BANGOR UNIVERSITY
73E6289F-820E-4EFC-A7A6-F7ACDB9714B0,"Voices in Slavery’s Archive: Law, Place and Testimony in British Guiana",Active,,UNIVERSITY OF EDINBURGH
7484021C-D742-48F9-9D90-F7AB98FEF193,Emapunil for pulmonary arterial hypertension,Active,,IMPERIAL COLLEGE LONDON
74ADD9B2-926D-4255-9D57-F7DD206F88F3,"Art, environment, energy: ecocriticism and anti-nuclear art",Active,,COURTAULD INSTITUTE OF ART
0D14BBB5-E9D3-4791-AC6F-F8FA3996673F,"Phase III, Multicentre, Randomized, Double-blind, Placebo-controlled Study to Evaluate Efficacy of Probiotic Supplementation for Prevention of Neona",Active,,INDIAN COUNCIL OF MEDICAL RESEARCH (ICMR)
0E2AB0FD-7445-424B-B390-F7D4E66DED75,Starting School Study: Smartphones and Adolescent Risk and resilient factors for wellbeing when transitioning school,Active,,UNIVERSITY OF BIRMINGHAM
0F0281C4-83D6-45A9-98C8-F85B14971A25,Driving a step change in physico-chemical interrogation of biological systems with Leica's Stellaris Stimulated Raman Scattering imaging platform,Active,,Unknown
8D10BDDD-F3AC-4A6C-85B6-F7515AFBB465,Psychosis Immune Mechanism Stratified Medicine Study (PIMS),Active,,UNIVERSITY OF BIRMINGHAM
F33DC3CC-1D24-429F-BD73-F68F4F186335,The University of Essex and PFE Express Limited KTP 22_23 R3,Active,,THE UNIVERSITY OF ESSEX
6AA6B6B4-C4D6-42F7-A184-F7E3DF4EA133,Sensing On Urban Noise: Distributed Sensing For Collaborative And Sustainable Cityscapes And Living Environments (SOUNDSCALE),Active,,UNIVERSITY OF SOUTHAMPTON
6CB2A196-4BDA-4453-B409-F793F22A45A9,Generative AI and Foundation Models in Multimodal Biomarkers Exaction and Analysis,Active,,IMPERIAL COLLEGE LONDON
6CB64E0C-5573-4373-9FA3-F88A1319C03D,Development of Galleria mellonella as a replacement preclinical model for snakebite envenoming to reduce the need for murine models.,Active,,EDGE HILL UNIVERSITY
5E0FBDF8-159A-426E-BFC0-F75D111D2D1B,Telling China's Story Well: China's Changing Soft Power Acquisition Strategy,Active,,ASTON UNIVERSITY
5E538ADB-F4E6-4CB5-96CC-F8695D329593,Brauer groups and Picard groups of affinoid p-adic spaces (Ref: 4342-6),Active,,UNIVERSITY OF EXETER
F8E2EDC1-FBCC-4A62-973F-F5E9538BD943,Development of somatosensation in preterm infants: a neonatal precursor of sensory processing disorders in childhood,Active,,UNIVERSITY COLLEGE LONDON
F9B6E8F8-016E-4925-9371-F6F3CCC404EA,Climate-linked microbial interactions in green tide causing seaweed,Active,,UNIVERSITY OF EAST ANGLIA
FA5AC5EA-999A-408E-B35F-F665643ABE85,The blue mussel Mytilus edulis as an indicator species for modelling marine connectivity in Scotland,Active,,UNIVERSITY OF STIRLING
FA9BC095-7B0F-48CB-802D-F62C71E34D79,PhD projects to be confirmed on completion of the training year.,Active,,UNIVERSITY OF BIRMINGHAM
FBA7E095-5D7F-4E58-95B9-F5C02E1AEB5C,"Structure-function studies of the malaria drug target, mitochondrial respiratory complex III",Active,,UNIVERSITY OF GLASGOW
FBCB1ECB-C7D7-47D4-ADFF-F54BF62EC52B,Project to be confirmed after rotation year,Active,,UNIVERSITY COLLEGE LONDON
75B1CC63-3DBC-41FB-B61B-F7B271CC077B,Accelerating digital twin technology to deliver a prosperous net zero,Active,,UNIVERSITY OF LEICESTER
693A6116-429B-415F-8205-F7FCEF4C1D32,Usable privacy for e-health data of vulnerable users,Active,,UNIVERSITY OF PLYMOUTH
6944B7CF-9174-437D-8D81-F8BEE7718F76,An examination of the relationship between engagement in criminal activity and educational attainment,Active,,UNIVERSITY COLLEGE LONDON
573A0130-7786-413D-AEE0-F85B2637FF3B,Emergence of partons in topological quantum matter far from equilibrium,Active,,UNIVERSITY OF LEEDS
48D339BD-6B72-4DF9-94E6-F899279115C7,Reading concordances in the 21st century (RC21),Active,,FRIEDRICH-ALEXANDER UNIV OF ERLANGEN FAU
48F2F7DF-F557-423E-964D-F859BD0D68F2,TEMPEST: Next Generation Multiple Architecture Battery Systems for Industry,Active,,UNIVERSITY OF BATH
49DA5722-F1D9-43AD-B036-F78CDE29AF16,"Transformation of UK food system outcomes with beans, peas and pulses: The role of the retail sector",Active,,"CITY ST GEORGE’S, UNIVERSITY OF LONDON"
4A541B2C-726E-419E-B75E-F72ED371FDD4,Free Extensions of Second-Order Algebras,Active,,UNIVERSITY OF EDINBURGH
4AB4D113-D14A-4812-B804-F7A0A5BCB0C2,Resolving mechanisms regulating carbon storage in forest soils,Active,,LANCASTER UNIVERSITY
E726A1B0-1211-4CAC-B972-F5D37EE2D5D9,Capturing the spectral fingerprints of errors in weather and climate models,Active,,IMPERIAL COLLEGE LONDON
E878D6C2-AC02-4841-A184-F664FE59F225,BladeUp: Secure Upscale of Wind Turbine Blade Production Capacity (Route 2),Active,,UNIVERSITY OF BRISTOL
E90AD49A-56EF-47AF-839F-F70527FDDCC8,A hybrid Deep Learning-assisted Finite Element technique to predict dynamic failure evolution in advanced ceramics (DeLFE),Active,,"CITY ST GEORGE’S, UNIVERSITY OF LONDON"
EA13BC1E-3BF9-49A0-8946-F701C881BFC0,"easuring the wear of a new, all-polymer PEEK-OPTIMA femoral knee component for total knee replacement",Active,,UNIVERSITY OF LEEDS
EA4D128E-DE10-4637-92D7-F6492591D385,TBC,Active,,UNIVERSITY OF BRISTOL
EAC2F2A1-8B3E-4CE9-B1AD-F519B225E23D,Technologies for optogenetic neural interfacing,Active,,UNIVERSITY OF STRATHCLYDE
60763987-A18E-47D8-9977-F7F6A8033A79,Hoverfly use for pollination of commercial soft fruit crops,Active,,UNIVERSITY OF GREENWICH
611FBDFB-3762-447D-BB95-F8C5BEA64EE4,Repurposing sodium phenylbutyrate as a novel therapeutic agent to manage type 2 diabetes via alterations in circulating branched chain amino acids,Active,,UNIVERSITY OF NOTTINGHAM
63113502-790B-455F-B845-F7E4AA7FEDE6,Engaging Year 10 students through Particle Physics Workshop Activities,Active,,KING'S COLLEGE LONDON
52B312CB-6517-4A96-BF90-F8B4C2B4BD81,Skinakin Proof of Concept,Active,,SKINAKIN LTD
53645AD6-BDB8-471F-8C5C-F8D18A8E2565,From Jantar Mantar to Mechanical Clocks: Temporality and Time Keeping Practices in India and Britain (18th - 19th centuries),Active,,UNIVERSITY OF MANCHESTER
5425EBDB-F324-41B4-B723-F8466875B7AC,A Fast and Accurate wave propagation solver using the Modified Born Series.,Active,,RAYFOS LTD
54AE2C48-2A1C-440D-B4A5-F88BEE189BB3,Optical quantum link,Active,,UNIVERSITY OF NOTTINGHAM
F12677F3-E551-4EA0-B875-F5C27A688811,The Medical Research Council Centre for Medical Mycology 1+3 MRes-PhD studentships,Active,,UNIVERSITY OF EXETER
333410BB-2065-4011-942F-F7CC00191C80,Rapid flavour profiling for sustainable food product development,Active,,UNIVERSITY OF YORK
337F2278-345F-4A32-A562-F7C1C99A3CBE,Understanding reward and withdrawal mechanisms underlying habitual caffeine use,Active,,UNIVERSITY OF SUSSEX
D3ABEF95-2941-49B6-9011-F65DE1EC1CE4,The role of chromatin remodeling ATPases in regulating plant immunity against fungal pathogens,Active,,UNIVERSITY OF WARWICK
D3B4DA4C-EA26-4637-BAB6-F60247089E9E,Is Generative AI Reinventing the Language of Science?,Active,,UNIVERSITY COLLEGE LONDON
D5AA7A16-7BFF-4EF3-8491-F705CA823535,European Eddy-RIch Earth System Models (EERIE),Active,,UNIVERSITY OF OXFORD
